ID,Portfolio,Programme,x2005_06,x2006_07,x2007_08,x2008_09,x2009_10,x2010_11,x2011_12,x2012_13,x2013_14,x2014_15,EstimatedActual2015_16,BudgetEstimate2016_17,Status,AllocationMethod,Socio_EconomicObjective,Sector,Appropriation,About,Notes,Group1,Group2,BudgetEstimate2015_16_m,SRIBT_ID
328,"Social Services","Independent research and evaluation of key assumptions around the impact of problem and recreational gamblers",0,0,0,0,0,0,0.02794,0,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516295
329,"Social Services","Independent study on impacts of problem gambling",0,0,0,0,0,0,0.278,0,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516296
330,"Social Services","Longitudinal Study of Indigenous Children (LSIC)",5.876,0.763,2.958,2.981,2.985,2.999,2.999,2.999,3.381,3.26,2.999,2.999,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"The Longitudinal Study of Indigenous Children includes two groups of Indigenous children (B cohort) and (K cohort) when the study began in 2008. The study covers a wide variety of topics about children's health, learning and development, their family and community. By tracking children over time, the study will be able to determine the factors associated with consistency and change in developmental pathways.",NaN,.,".",2.999,1516297
331,"Social Services","National Survey on Community Attitudes to Violence Against Women (VicHealth and then ANROWS from June 2016)",0,0,0,1.636,0.195,0,1.382,1.489,0,0.63,1.1,2,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,.,".",0,1516298
332,"Social Services","Paid Parental Leave Evaluation",0,0,0,0,0.2,0.66,0.35,1.365,0.77,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"DSS contracted the Institute for Social Science Research (ISSR) at the University of Queensland to conduct an evaluation of the PPL scheme from 2009-10 to 201213. The evaluation considered the impact of the PPL scheme on mothers in the domains of health, work, gender equity and work/life balance. It also considered the impact on employers and how well the scheme was implemented from both mothers’ and employers’ perspectives. ISSR was also contracted in 2012 to conduct an evaluation of Dad and Partner Pay (DAPP). The DAPP evaluation gathered information on partners’ leave eligibility and uptake, caring for a newborn and partner, and employers’ perspectives.",NaN,.,".",0,1617036
333,"Social Services","Perpetrator research",0,0,0,0,0,0,0,1,1,1,0,0,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,National Plan to Reduce Violence against Women and their Children,".",0,1617037
334,"Social Services","Research projects under the Social Policy Research Investment Strategy (SPRIS)",0,0,0,0,0,0,0.285511,0.020195,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516299
335,"Social Services","Research under the National Framework for Protecting Australia's Children 2009-2020",0,0,0,0,0,0,0,0.025,0.202,1.392,0.69,0,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Various research projects are supporting the implementation of the National Framework for Protecting Australia's Children 2009-2020.  The National Framework is a long-term commitment between the Commonwealth, state and territory governments, the non-government sector and key researchers.  It focuses on achieving the key goal that Australia's children and young people are safe and well.",NaN,.,".",0,1516300
336,"Veterans' Affairs","Department of Veteran's Affairs - Family Study Research",0,0,0,0,0,0,1.05,0.15,0.562,0.35,0,0,. . . . .,Targeted,"07. Health",Aust. Govt. (Other R&D),Annual,".",NaN,.,".",0,1516301
337,"Veterans' Affairs","Australian War Memorial - Official Histories",0.291935,0.274971,0.189729,0.199418,0.242768,0.174042,0.13,0.115,0.117,0.118,2.552,0,Active,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Aust. Govt. (Other R&D),Annual,"Since its inception, the Memorial has sponsored Australia's official war histories. Official histories are ""official"" in the sense they are commissioned by government as the national record of Australia’s involvement in particular conflicts. The official historians are granted unrestricted access to closed period and security classified government records. The Australian official war histories contain the authors' own interpretations and judgements and do not follow any official or government line.
 
The official war histories are our enduring national record providing a comprehensive, authoritative, and accessible account of the Australian experience of war.",NaN,.,".",2.552,1516302
338,"Veterans' Affairs","Department of Veterans' Affairs Applied Research Program",0,0,0,0,1.418,2.032,1.687,1.743,2.41,2.504,2.489,2.525,Active,Targeted,"07. Health",Higher Ed. (Other R&D),Annual,"An administered appropriation provided under Program 2.5 for Health and Medical Research. The Applied Research Program is the Department’s formal research program and provides best practice research about the health and wellbeing needs of Australia’s veteran community and identifies ways to improve DVA’s services and care.",NaN,.,".",2.489,1516304
339,"Veterans' Affairs","Anzac Day at home and abroad: A centenary history of Australia's National Day ",0,0,0,0,0,0.07,0.07,0.07,0.07,0,0,0,. . . . .,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516307
340,"Veterans' Affairs","Centre for Military and Veterans' Health",1,1,1.028,1.128,0.546,1.682,0.862,0.878,0.603,0,0,0,. . . . .,Targeted,"07. Health",Higher Ed. (Other R&D),Special,".",NaN,.,".",0,1516303
341,"Veterans' Affairs","Phoenix Australia - Centre for Posttraumatic Mental Health",0,0,0,0,1.406,1.363,1.432,1.357,1.231,1.265,1.293,1.450897,Active,Targeted,"07. Health",Higher Ed. (Other R&D),Special,"Phoenix Australia (formerly Australian Center for Posttraumatic Mental Health) is contracted to provide a centre of excellence in military and veteran mental health research. The current contract expires June 2018.",NaN,.,".",1.279,1516305
342,"Veterans' Affairs","Veteran Health Research",0,0,0,0,0,0,0,0,0,1.3,1.3,1.3,Active,Targeted,"07. Health",Higher Ed. (Other R&D),Special,"Is an administered appropriation delivered under the Treatment Principles of the Veterans Entitlement Act (VEA) to commission best practice research to improve health services for entitled veterans.",NaN,.,".",1.3,1516306
NaN,"<undefined>","Grand Total",6091.977335,6613.457331,6716.311498,7518.521506,8463.070207,8970.62521999999,10103.717598,9598.314539,10018.31689878,9899.15688086,10124.3951,10061.823543,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"Carbon Farming Futures - Extension and Outreach","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
NaN,"<undefined>","",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,<undefined>,<undefined>,"<undefined>",<undefined>,<undefined>,"<undefined>",NaN,<undefined>,"<undefined>",NaN,NaN
